Time,Bids,Asks,Buys,Sells,BidPrice1,BidPrice2,AskPrice1,AskPrice2,AskSize1,Asksize2,BuySize1,BuySize2,SellSize1,SellSize2,Price,SellPressure,BuyPressure,Net Pressure,BestBid,BestAsk,Invs
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,1.103e+03,1.123e+03
1,34138,37838,0,500,1.087498166055e+03,1.092333111037e+03,1.127498166055e+03,1.132333111037e+03,4649,3199,0,0,0,0,1.093333444481e+03,1.464600603415e-02,0.0,1.464600603415e-02,1.093333444481e+03,1.132666555519e+03,0,-100,100,-80,80,-60,60,-40,40,-20,20,200,1650
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093333444481e+03,0.0,0.0,0.0,1.093333444481e+03,1.132666555519e+03,-500,400,100,-80,80,-60,60,-40,40,-20,20,200,1650
3,33638,38338,0,500,1.06284667669e+03,1.072355348081e+03,1.141512898764e+03,1.151021570155e+03,4649,3199,0,0,0,0,1.093333444481e+03,7.431960402515e-03,0.0,7.431960402515e-03,1.093333444481e+03,1.132666555519e+03,-500,400,100,-80,80,-60,60,-40,40,-20,20,200,1650
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093333444481e+03,0.0,0.0,0.0,1.093333444481e+03,1.132666555519e+03,-1000,900,100,-80,80,-60,60,-40,40,-20,20,200,1650
5,33138,38838,0,500,1.06284667669e+03,1.072355348081e+03,1.141512898764e+03,1.151021570155e+03,4649,3199,0,0,0,0,1.093333444481e+03,5.004253615573e-03,0.0,5.004253615573e-03,1.093333444481e+03,1.132666555519e+03,-1000,900,100,-80,80,-60,60,-40,40,-20,20,200,1650
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093333444481e+03,0.0,0.0,0.0,1.093333444481e+03,1.132666555519e+03,-1500,1400,100,-80,80,-60,60,-40,40,-20,20,200,1650
7,32638,39338,0,500,1.06284667669e+03,1.072355348081e+03,1.141512898764e+03,1.151021570155e+03,4649,3199,0,0,0,0,1.093333444481e+03,3.786358507569e-03,0.0,3.786358507569e-03,1.093333444481e+03,1.132666555519e+03,-1500,1400,100,-80,80,-60,60,-40,40,-20,20,200,1650
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093333444481e+03,0.0,0.0,0.0,1.093333444481e+03,1.132666555519e+03,-2000,1900,100,-80,80,-60,60,-40,40,-20,20,200,1650
9,32138,39838,0,500,1.06284667669e+03,1.072355348081e+03,1.141512898764e+03,1.151021570155e+03,4649,3199,0,0,0,0,1.093333444481e+03,3.054535680031e-03,0.0,3.054535680031e-03,1.093333444481e+03,1.132666555519e+03,-2000,1900,100,-80,80,-60,60,-40,40,-20,20,200,1650
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093333444481e+03,0.0,0.0,0.0,1.093333444481e+03,1.132666555519e+03,-2500,2400,100,-80,80,-60,60,-40,40,-20,20,200,1650
11,31638,40338,0,500,1.06284667669e+03,1.072355348081e+03,1.141512898764e+03,1.151021570155e+03,4649,3199,0,0,0,0,1.093333444481e+03,2.566353058323e-03,0.0,2.566353058323e-03,1.093333444481e+03,1.132666555519e+03,-2500,2400,100,-80,80,-60,60,-40,40,-20,20,200,1650
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093333444481e+03,0.0,0.0,0.0,1.093333444481e+03,1.132666555519e+03,-3000,2900,100,-80,80,-60,60,-40,40,-20,20,200,1650
13,31138,40838,0,500,1.06284667669e+03,1.072355348081e+03,1.141512898764e+03,1.151021570155e+03,4649,3199,0,0,0,0,1.093333444481e+03,2.217619429894e-03,0.0,2.217619429894e-03,1.093266755585e+03,1.132666555519e+03,-3000,2900,100,-80,80,-60,60,-40,40,-20,20,200,1650
13,31138,40838,0,500,1.06284667669e+03,1.072355348081e+03,1.141512898764e+03,1.151021570155e+03,4649,3199,0,0,0,0,1.093266755585e+03,2.217619429894e-03,0.0,2.217619429894e-03,1.093266755585e+03,1.132666555519e+03,-3000,2900,100,-80,80,-60,60,-40,40,-20,20,200,1650
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093266755585e+03,0.0,0.0,0.0,1.093266755585e+03,1.132666555519e+03,-3500,2999,100,321,80,-60,60,-40,40,-20,20,200,1650
15,30638,41338,0,500,1.062728297784e+03,1.072253091033e+03,1.141527897651e+03,1.151052690899e+03,4649,3199,0,0,0,0,1.093266755585e+03,1.956143267933e-03,0.0,1.956143267933e-03,1.093266755585e+03,1.132666555519e+03,-3500,2999,100,321,80,-60,60,-40,40,-20,20,200,1650
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093266755585e+03,0.0,0.0,0.0,1.093266755585e+03,1.132666555519e+03,-4000,2999,100,821,80,-60,60,-40,40,-20,20,200,1650
17,30138,41838,0,500,1.062728297784e+03,1.072253091033e+03,1.141527897651e+03,1.151052690899e+03,4649,3199,0,0,0,0,1.093266755585e+03,1.752891394355e-03,0.0,1.752891394355e-03,1.093266755585e+03,1.132666555519e+03,-4000,2999,100,821,80,-60,60,-40,40,-20,20,200,1650
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093266755585e+03,0.0,0.0,0.0,1.093266755585e+03,1.132666555519e+03,-4500,2999,100,1321,80,-60,60,-40,40,-20,20,200,1650
19,29638,42338,0,500,1.062728297784e+03,1.072253091033e+03,1.141527897651e+03,1.151052690899e+03,4649,3199,0,0,0,0,1.093266755585e+03,1.590426902389e-03,0.0,1.590426902389e-03,1.093266755585e+03,1.132666555519e+03,-4500,2999,100,1321,80,-60,60,-40,40,-20,20,200,1650
